route,route_type,week_of,total_cost,total_tonne_km,cost_per_tonne_km,own_history_avg,vs_own_history_pct,peer_avg,vs_similar_routes_pct,is_flagged
Ahmedabad-Mumbai,Medium,2025-02-24,51506,20569.870000000003,2.5039535981510816,2.607796351772912,-4.0,3.123179994284497,-19.8,False
Ahmedabad-Mumbai,Medium,2025-03-03,106254,41011.14,2.5908570207997146,2.602318637594884,-0.4,3.07661947878811,-15.8,False
Ahmedabad-Mumbai,Medium,2025-03-10,51224,19424.5,2.637082035573631,2.6119927035909996,1.0,3.1359588866453487,-15.9,False
Ahmedabad-Mumbai,Medium,2025-03-17,90395,34000.05,2.658672560775646,2.616013578862577,1.6,3.0044083066178207,-11.5,False
Ahmedabad-Mumbai,Medium,2025-03-24,57824,23735.77,2.436154377970464,2.537051750535637,-4.0,2.6579065599785423,-8.3,False
Ahmedabad-Mumbai,Medium,2025-03-31,108654,41567.7,2.613904546077844,2.5339688887872702,3.2,2.7150742861322454,-3.7,False
Ahmedabad-Mumbai,Medium,2025-04-07,73513,29466.54,2.4947957921086084,2.5489589896743565,-2.1,2.660680256113074,-6.2,False
Ahmedabad-Mumbai,Medium,2025-04-14,82623,33791.82,2.445059188880623,2.555419005791222,-4.3,2.6361209227843947,-7.2,False
Ahmedabad-Mumbai,Medium,2025-04-21,80102,30891.66,2.592997592230395,2.5475598900422014,1.8,2.5930989680211742,-0.0,False
Ahmedabad-Mumbai,Medium,2025-04-28,67466,25447.13,2.65122235788476,2.558690389302116,3.6,2.6360019822855754,0.6,False
Ahmedabad-Mumbai,Medium,2025-05-05,69839,26930.02,2.593351211770359,2.5662360564377464,1.1,2.8428293479437086,-8.8,False
Ahmedabad-Mumbai,Medium,2025-05-12,115771,44437.850000000006,2.605234051602406,2.560769703462338,1.7,2.791811443307139,-6.7,False
Ahmedabad-Mumbai,Medium,2025-05-19,70486,26762.960000000003,2.6337146563758265,2.5540898898156823,3.1,2.7927858995171384,-5.7,False
Ahmedabad-Mumbai,Medium,2025-05-26,91126,34823.880000000005,2.6167675744345544,2.5787849246163526,1.5,2.8097161795049495,-6.9,False
Ahmedabad-Mumbai,Medium,2025-06-02,78760,29809.369999999995,2.6421222588736364,2.5791428031609414,2.4,2.810222434360491,-6.0,False
Ahmedabad-Mumbai,Medium,2025-06-09,98252,35771.2,2.746678892516885,2.59755861150657,5.7,2.7628793827408815,-0.6,False
Ahmedabad-Mumbai,Medium,2025-06-16,83260,29615.43,2.811372315039829,2.635261074461103,6.7,2.8089849442373076,0.1,False
Ahmedabad-Mumbai,Medium,2025-06-23,113072,40404.31,2.798513326919826,2.662557914812282,5.1,2.7663173051531915,1.2,False
Ahmedabad-Mumbai,Medium,2025-06-30,89645,33075.75,2.7102937953032056,2.680969285941665,1.1,2.7562882814348355,-1.7,False
Ahmedabad-Mumbai,Medium,2025-07-07,94320,35115.79,2.685971182764221,2.695587108883271,-0.4,2.8837400718380715,-6.9,False
Ahmedabad-Mumbai,Medium,2025-07-14,122886,45670.12,2.69073083232538,2.705679250278498,-0.6,2.7613586676579027,-2.6,False
Ahmedabad-Mumbai,Medium,2025-07-21,127207,45469.53,2.7976317327229907,2.712806272272192,3.1,2.8336203970497156,-1.3,False
Ahmedabad-Mumbai,Medium,2025-07-28,95059,35491.53,2.678357343287258,2.7354142920582465,-2.1,2.744239318914084,-2.4,False
Ahmedabad-Mumbai,Medium,2025-08-04,121328,45459.23,2.6689409389468324,2.7399436776099497,-2.6,2.800919554680858,-4.7,False
Ahmedabad-Mumbai,Medium,2025-08-11,69190,26331.12,2.627689213371858,2.730226433413693,-3.8,2.7977198907185064,-6.1,False
Ahmedabad-Mumbai,Medium,2025-08-18,68827,26365.36,2.610508637090485,2.7072660457051967,-3.6,2.8524044073404617,-8.5,False
Ahmedabad-Mumbai,Medium,2025-08-25,110078,41956.63,2.623613955648964,2.683765459476529,-2.2,2.841158142329323,-7.7,False
Ahmedabad-Mumbai,Medium,2025-09-01,105051,38715.880000000005,2.713382725641261,2.6729304795197484,1.5,2.7707995360775413,-2.1,False
Ahmedabad-Mumbai,Medium,2025-09-08,102520,39046.19,2.6256082859812957,2.676356922379379,-1.9,2.7620008266277205,-4.9,False
Ahmedabad-Mumbai,Medium,2025-09-15,89215,31845.62,2.8014841601451,2.668216604086368,5.0,2.882954863196917,-2.8,False
Ahmedabad-Mumbai,Medium,2025-09-22,89173,33726.68,2.6439898620320768,2.668698157514132,-0.9,2.797611244956582,-5.5,False
Ahmedabad-Mumbai,Medium,2025-09-29,107137,39622.94,2.703913440042561,2.664402222357234,1.5,2.86875721120568,-5.7,False
Ahmedabad-Mumbai,Medium,2025-10-06,75587,27502.61,2.748357337721765,2.6687737849942,3.0,2.826527258919585,-2.8,False
Ahmedabad-Mumbai,Medium,2025-10-13,85381,31386.44,2.720314887575653,2.6838573005379383,1.4,2.7756377346207803,-2.0,False
Ahmedabad-Mumbai,Medium,2025-10-20,99900,36421.48,2.742886889824357,2.6975830818485846,1.7,2.7712873462904,-1.0,False
Ahmedabad-Mumbai,Medium,2025-10-27,118250,44306.93,2.668882723312132,2.712492198620509,-1.6,2.779196249485282,-4.0,False
Ahmedabad-Mumbai,Medium,2025-11-03,94186,34362.01,2.7409921596553866,2.7069296983293674,1.3,2.845674218052064,-3.7,False
Ahmedabad-Mumbai,Medium,2025-11-10,84833,32535.82,2.607372428295952,2.721352682538629,-4.2,2.8163251307849793,-7.4,False
Ahmedabad-Mumbai,Medium,2025-11-17,71091,25872.65,2.7477278129607905,2.6970887160574852,1.9,2.7815016899909364,-1.2,False
Ahmedabad-Mumbai,Medium,2025-11-24,96776,37098.04,2.608655335969232,2.710055959923575,-3.7,2.8090330850211727,-7.1,False
Ahmedabad-Mumbai,Medium,2025-12-01,91192,32720.77,2.7869759788660238,2.6981486969144086,3.3,2.7978129832480065,-0.4,False
Ahmedabad-Mumbai,Medium,2025-12-08,115318,41227.08,2.797142072637693,2.702976027057441,3.5,2.8538757863609034,-2.0,False
Ahmedabad-Mumbai,Medium,2025-12-15,86288,31585.22,2.731910684807641,2.712579425190196,0.7,2.8332290385864916,-3.6,False
Ahmedabad-Mumbai,Medium,2025-12-22,65046,23778.98,2.735441133303447,2.711207399563106,0.9,2.8304936156958624,-3.4,False
Chennai-Bangalore,Medium,2024-01-01,58977,21933.45,2.688906669949324,,,2.5016499878885288,7.5,False
Chennai-Bangalore,Medium,2024-01-08,42903,15461.82,2.774770369852967,2.688906669949324,3.2,2.599733519166402,6.7,False
Chennai-Bangalore,Medium,2024-01-15,50849,19077.86,2.665340871565259,2.7318385199011455,-2.4,2.53625973197276,5.1,False
Chennai-Bangalore,Medium,2024-01-22,49454,17803.78,2.7777247303662485,2.7096726371225164,2.5,2.6220738549980345,5.9,False
Chennai-Bangalore,Medium,2024-01-29,54756,20357.34,2.6897423730212298,2.7266856604334495,-1.4,2.558859683887564,5.1,False
Chennai-Bangalore,Medium,2024-02-05,72621,27015.6,2.688113534402345,2.7192970029510057,-1.1,2.604280609518238,3.2,False
Chennai-Bangalore,Medium,2024-02-12,52343,18868.72,2.77406204554416,2.7140997581928956,2.2,2.5885474970380713,7.2,False
Chennai-Bangalore,Medium,2024-02-19,68906,25554.01,2.696484817842679,2.722665799243076,-1.0,2.5837399525273903,4.4,False
Chennai-Bangalore,Medium,2024-02-26,68219,26001.1,2.623696689755433,2.7193931765680266,-3.5,2.6080344932225348,0.6,False
Chennai-Bangalore,Medium,2024-03-04,78257,29644.61,2.639839080358959,2.7112419290437906,-2.6,2.515918013824116,4.9,False
Chennai-Bangalore,Medium,2024-03-11,48428,17484.82,2.7697168172163056,2.694375517857039,2.8,2.6452398928721346,4.7,False
Chennai-Bangalore,Medium,2024-03-18,43429,16739.64,2.594380763266116,2.70742251106342,-4.2,2.607946364399134,-0.5,False
Chennai-Bangalore,Medium,2024-03-25,57470,21027.52,2.733085023816408,2.6845045151759033,1.8,2.659521109132845,2.8,False
Chennai-Bangalore,Medium,2024-04-01,64764,23923.36,2.7071448157783857,2.6899223465253006,0.6,2.5370743806853366,6.7,False
Chennai-Bangalore,Medium,2024-04-08,67420,24462.620000000003,2.7560416668369943,2.6923012566973057,2.4,2.5702137304266985,7.2,False
Chennai-Bangalore,Medium,2024-04-15,48798,18200.370000000003,2.6811542842260896,2.6900487093589103,-0.3,2.5375972547016445,5.7,False
Chennai-Bangalore,Medium,2024-04-22,40366,15576.38,2.59148788100958,2.6881323926568363,-3.6,2.6066261189860356,-0.6,False
Chennai-Bangalore,Medium,2024-04-29,43477,15933.53,2.728648328399294,2.6841062915636047,1.7,2.5301352670150137,7.8,False
Chennai-Bangalore,Medium,2024-05-06,55512,21661.22,2.5627365402318056,2.6952074475686465,-4.9,2.6281459754317478,-2.5,False
Chennai-Bangalore,Medium,2024-05-13,59466,21558.78,2.7583193483119177,2.669334912945584,3.3,2.6021867028263674,6.0,False
Chennai-Bangalore,Medium,2024-05-20,69029,25826.19,2.672829403020732,2.6898272360763094,-0.6,2.653830414133016,0.7,False
Chennai-Bangalore,Medium,2024-05-27,39309,14422.240000000002,2.7255821564472646,2.68229528347685,1.6,2.546023724109552,7.1,False
Chennai-Bangalore,Medium,2024-06-03,45145,16338.66,2.763078489912881,2.6845999510604597,2.9,2.5394688579428544,8.8,False
Chennai-Bangalore,Medium,2024-06-10,56720,21780.3,2.6041881884087914,2.6854795539449454,-3.0,2.4610463942354674,5.8,False
Chennai-Bangalore,Medium,2024-06-17,50991,18176.68,2.8052977771518237,2.675858791967783,4.8,2.546169208620955,10.2,False
Chennai-Bangalore,Medium,2024-06-24,43198,16274.16,2.6543919931965765,2.7025850289855637,-1.8,2.660358306752208,-0.2,False
Chennai-Bangalore,Medium,2024-07-01,37670,13625.06,2.7647584671186767,2.6933029870852243,2.7,2.579259661376026,7.2,False
Chennai-Bangalore,Medium,2024-07-08,45832,17121.14,2.6769245505848325,2.718555727946083,-1.5,2.6076826225097287,2.7,False
Chennai-Bangalore,Medium,2024-07-15,30796,11089.86,2.776951196859113,2.708381378230197,2.5,2.6196239438443243,6.0,False
Chennai-Bangalore,Medium,2024-07-22,66262,24956.1,2.6551424301072686,2.721396602459995,-2.4,2.5879278308802123,2.6,False
Chennai-Bangalore,Medium,2024-07-29,65629,23658.24,2.774044053995563,2.7125916366674954,2.3,2.5115770916601923,10.5,False
Chennai-Bangalore,Medium,2024-08-05,79700,30443.03,2.618004843801685,2.7139623321778306,-3.5,2.5988350368737327,0.7,False
Chennai-Bangalore,Medium,2024-08-12,44144,15802.03,2.793565130556011,2.7156894141019423,2.9,2.500640960467199,11.7,False
Chennai-Bangalore,Medium,2024-08-19,40105,14517.64,2.762501343193522,2.7142228332774656,1.8,2.646658624455191,4.4,False
Chennai-Bangalore,Medium,2024-08-26,38429,14386.23,2.671234923951584,2.727736502027084,-2.1,2.5477649901456836,4.8,False
Chennai-Bangalore,Medium,2024-09-02,54195,21186.73,2.5579690683744025,2.7160460591311977,-5.8,2.528342969996256,1.2,False
Chennai-Bangalore,Medium,2024-09-09,81971,30248.77,2.7098953114457216,2.7011766238548938,0.3,2.5424848012605388,6.6,False
Chennai-Bangalore,Medium,2024-09-16,36492,13713.73,2.6609828252415646,2.6927946381782197,-1.2,2.6411200439087117,0.8,False
Chennai-Bangalore,Medium,2024-09-23,56016,21293.23,2.630695296110548,2.6935246875700067,-2.3,2.600264458003713,1.2,False
Chennai-Bangalore,Medium,2024-09-30,45226,17171.54,2.6337765861419533,2.67560609283438,-1.6,2.594535296759231,1.5,False
Chennai-Bangalore,Medium,2024-10-07,62753,23149.94,2.7107197686041515,2.677577560626913,1.2,2.596348407728952,4.4,False
Chennai-Bangalore,Medium,2024-10-14,46319,17623.94,2.6281864327726945,2.667221890382931,-1.5,2.5468297395467467,3.2,False
Chennai-Bangalore,Medium,2024-10-21,53173,19535.98,2.7217984457396045,2.6504325265803272,2.7,2.614151375210917,4.1,False
Chennai-Bangalore,Medium,2024-10-28,39988,15381.08,2.599817438047263,2.65675296680383,-2.1,2.600015157435433,-0.0,False
Chennai-Bangalore,Medium,2024-11-04,60025,21990.16,2.729629979954671,2.6619840130129377,2.5,2.5416152896617428,7.4,False
Chennai-Bangalore,Medium,2024-11-11,74960,27267.19,2.749091490542296,2.6644508465765564,3.2,2.5955959167469445,5.9,False
Chennai-Bangalore,Medium,2024-11-18,52505,18962.23,2.7689253848307924,2.675464429739148,3.5,2.570746551346102,7.7,False
Chennai-Bangalore,Medium,2024-11-25,44738,16219.86,2.758223560499289,2.6927431908291783,2.4,2.6313403784773577,4.8,False
Chennai-Bangalore,Medium,2024-12-02,53827,19696.43,2.7328302641646225,2.708299062623845,0.9,2.530027490378706,8.0,False
Chennai-Bangalore,Medium,2024-12-09,58563,22098.4,2.650101364804692,2.711062874568904,-2.2,2.49640471185723,6.2,False
Chennai-Bangalore,Medium,2024-12-16,79077,29409.15,2.688857039390802,2.7138022410729037,-0.9,2.5188968010653996,6.7,False
Chennai-Bangalore,Medium,2024-12-23,52020,18895.26,2.753071405209561,2.7096845652793036,1.6,2.665875461304992,3.3,False
Chennai-Bangalore,Medium,2024-12-30,45489,16625.67,2.7360701854421507,2.7288413111745906,0.3,2.5871915748577052,5.8,False
Chennai-Bangalore,Medium,2025-01-06,79564,29255.83,2.719594692750129,2.729646336860526,-0.4,2.5128544969963715,8.2,False
Chennai-Bangalore,Medium,2025-01-13,39192,15275.41,2.565692181093666,2.7259592371365047,-5.9,2.6299432019187803,-2.4,False
Chennai-Bangalore,Medium,2025-01-20,82819,29604.02,2.797559250399101,2.700555086669364,3.6,2.9325555590875747,-4.6,False
Chennai-Bangalore,Medium,2025-01-27,57884,21139.6,2.7381785842683874,2.7054720479068406,1.2,2.5165062119979433,8.8,False
Chennai-Bangalore,Medium,2025-02-03,51933,19354.77,2.6832145254115654,2.706140587919811,-0.8,2.5183298697028293,6.5,False
Chennai-Bangalore,Medium,2025-02-10,57747,21235.23,2.7193960225530875,2.7102797329956703,0.3,2.539042829819227,7.1,False
Chennai-Bangalore,Medium,2025-02-17,59877,21061.88,2.8429086102475187,2.7140971058909558,4.7,2.5768048730820694,10.3,False
Chennai-Bangalore,Medium,2025-02-24,120133,33530.23,3.5828266015473207,2.7253267565207007,31.5,2.583743492586377,38.7,True
Chennai-Bangalore,Medium,2025-03-03,100027,28774.9,3.476189317773476,2.8311713085338472,22.8,2.633953330301229,32.0,True
Chennai-Bangalore,Medium,2025-03-10,115248,32267.29,3.5716665390864866,2.925745636661765,22.1,2.668666634888921,33.8,True
Chennai-Bangalore,Medium,2025-03-17,102753,29618.33,3.469236786814111,3.0514924314108676,13.7,2.599126193598588,33.5,True
Chennai-Bangalore,Medium,2025-03-24,34672,12797.580000000002,2.7092622198884477,3.135452123462744,-13.6,2.5213526390195504,7.5,False
Chennai-Bangalore,Medium,2025-03-31,65306,23455.32,2.7842723953457043,3.1318375779152516,-11.1,2.6298903614983153,5.9,False
Chennai-Bangalore,Medium,2025-04-07,64225,23442.02,2.739738299003243,3.1444698116570193,-12.9,2.5382090026657567,7.9,False
Chennai-Bangalore,Medium,2025-04-14,67169,24871.5,2.700641296262791,3.1470125962132887,-14.2,2.508329869093311,7.7,False
Chennai-Bangalore,Medium,2025-04-21,57780,22308.24,2.5900743402437847,3.1292291819651976,-17.2,2.5945605940144794,-0.2,False
Chennai-Bangalore,Medium,2025-04-28,69235,25704.11,2.693538115110774,3.0051351493022556,-10.4,2.614844103672568,3.0,False
Chennai-Bangalore,Medium,2025-05-05,71918,24367.74,2.9513611028351416,2.907303748969418,1.5,2.6638244024113176,10.8,False
Chennai-Bangalore,Medium,2025-05-12,69435,23485.99,2.9564433945513904,2.829765569438,4.5,2.6162067718326467,13.0,False
Chennai-Bangalore,Medium,2025-05-19,61133,21677.56,2.8201052147935477,2.7656663954051592,2.0,2.6995906203082773,4.5,False
Chennai-Bangalore,Medium,2025-05-26,65441,23512.78,2.78320981185551,2.779521769768297,0.1,2.7264950607944716,2.1,False
Chennai-Bangalore,Medium,2025-06-02,74850,25652.03,2.9178977258330043,2.779388946832023,5.0,2.672334700880807,9.2,False
Chennai-Bangalore,Medium,2025-06-09,54905,19283.18,2.847300082247845,2.801658875185743,1.6,2.7125687878754015,5.0,False
Chennai-Bangalore,Medium,2025-06-16,81700,27767.19,2.942321495261134,2.819991223433875,4.3,2.7435103541266552,7.2,False
Chennai-Bangalore,Medium,2025-06-23,48893,17442.3,2.803128027840365,2.8640221178110434,-2.1,2.7640099546929218,1.4,False
Chennai-Bangalore,Medium,2025-06-30,51310,18636.0,2.7532732345996997,2.8777208569022426,-4.3,2.7347985617865884,0.7,False
Chennai-Bangalore,Medium,2025-07-07,60099,20614.24,2.915411870629235,2.852959873372812,2.2,2.7690197279055644,5.3,False
Chennai-Bangalore,Medium,2025-07-14,45325,16180.100000000002,2.801280585410473,2.847830932882543,-1.6,2.7060837911153564,3.5,False
Chennai-Bangalore,Medium,2025-07-21,81404,27690.25,2.939807332905987,2.8454778542096584,3.3,2.7625325969582173,6.4,False
Chennai-Bangalore,Medium,2025-07-28,54663,19732.06,2.77026321630889,2.865052544340968,-3.3,2.698286382403268,2.7,False
Chennai-Bangalore,Medium,2025-08-04,76216,26066.21,2.9239386930435995,2.8465982306504536,2.7,2.6734206776324747,9.4,False
Chennai-Bangalore,Medium,2025-08-11,54929,19364.07,2.8366453953120394,2.856178056999923,-0.7,2.6932417997484155,5.3,False
Chennai-Bangalore,Medium,2025-08-18,83046,29058.05,2.857934376188354,2.842968544506286,0.5,2.7286915377915273,4.7,False
Chennai-Bangalore,Medium,2025-08-25,75931,26644.74,2.849755711633891,2.8498193380497847,-0.0,2.7280872643368594,4.5,False
Chennai-Bangalore,Medium,2025-09-01,51208,17682.54,2.8959640413650978,2.8618796476790584,1.2,2.679508878215623,8.1,False
Chennai-Bangalore,Medium,2025-09-08,45559,16443.45,2.7706472790077505,2.8594486690210412,-3.1,2.689481330114493,3.0,False
Chennai-Bangalore,Medium,2025-09-15,57872,19456.98,2.974356760401666,2.855619505720701,4.2,2.7965185630686342,6.4,False
Chennai-Bangalore,Medium,2025-09-22,36984,12677.06,2.91739567376032,2.859938184157661,2.0,2.660908339092461,9.6,False
Chennai-Bangalore,Medium,2025-09-29,58342,20117.28,2.900093849665561,2.8783297413390896,0.8,2.77066700639418,4.7,False
Chennai-Bangalore,Medium,2025-10-06,82878,29874.91,2.774167353140143,2.875349135916835,-3.5,2.813622251210396,-1.4,False
Chennai-Bangalore,Medium,2025-10-13,64001,22296.71,2.870423484002797,2.867539380645348,0.1,2.700583436407208,6.3,False
Chennai-Bangalore,Medium,2025-10-20,46519,16285.64,2.85644285394986,2.8691005191221532,-0.4,2.7145093642276485,5.2,False
Chennai-Bangalore,Medium,2025-10-27,50689,18034.39,2.810685584596984,2.8699364119116497,-2.1,2.708294818842856,3.8,False
Chennai-Bangalore,Medium,2025-11-03,64477,22472.21,2.8691882106833284,2.8592766048156353,0.3,2.7815761925380933,3.1,False
Chennai-Bangalore,Medium,2025-11-10,78419,27027.83,2.9014167989069044,2.8715942212750827,1.0,2.6693029454795028,8.7,False
Chennai-Bangalore,Medium,2025-11-17,60435,21496.5,2.811387900355872,2.862476726088237,-1.8,2.749671646293396,2.2,False
